Storm Log Detail

Log Number	POL-20240713-0422	Originating Workstation	WPD2QMYP63
Division	WSOUTH	Recording Workstation	WPDCTXHQ51
Officer Number	0000
Date	13/07/2024	Time	23:47			
Status	CLOSED
 						
Station Name/Station Code	EU / EU
Beat Code	EU12
Result Codes	RMS CRIME CR27 CR02 
Day Code	13					
 						
Location	SALISBURY DISTRICT HOSPITAL ODSTOCK SALISBURY SP28BJ
Grid Reference	X: 414831 Y: 127198
 						
Caller Contact Name/Address	MS X / SALISBURY DISTRICT HOSPITAL,ODSTOCK RD SALISBURY
Caller Contact Phone No_	0172236666
Caller Contact Add Info	STAFF ON DUTY
 						
Message	HATE CRIME
Response Time	-25		
Source	TEL		
Response Category	3							
Initial Classification	HATE INC	Final Classification	HATE INC					
BA Number								
								
Actions
Date	Time	Text	AuthorId	Sequence
Add Text
MOBILISATION MESSAGE SENT TO WS63(70492 HOING #4974763), WS63(70511 WILL #4974764): HATE CRIME; ODSTOCK RD, SALISBURY; POL-20240713-0422; LUCY; HILLOCK; 0179999262; 13/07/202 
MOBILISATION MESSAGE SENT TO WS16(2845 SCOTTY #4974801): HATE CRIME; ODSTOCK RD, SALISBURY; POL-20240713-0422; HILLOCK; 0179999262; 14/07/2024 00:59 
MOBILISATION MESSAGE SENT TO WA07(1244 WINSTONE #4974802): HATE CRIME; ODSTOCK RD, SALISBURY; POL-20240713-0422; HILLOCK; 0179999262; 14/07/2024 00:59 
Relations
CALL CARD	REL.	POL-20240713-0423 (EU12) ASSOCIATED BY OPERATOR 70687	SIMILAR INCIDENT
CALL CARD	REL.	POL-20240713-0420 (ES17) ASSOCIATED BY OPERATOR 70687	SIMILAR INCIDENT
MOBILE	ISR	414403,128096,1447,1447,80,0	999: 07495955033 414403 ,128096 ,1447 ,1447, 80 ,0 ,OSGB36, *MOB* EE ,99,20240713235502,0 ,DATA AVAILABLE ,15426 20240713 235512
PERSON	SUSPECT	MARK BRAIN (DOB : 18/08/1972) 	
CASE #	ISR	OCN 54240133852 set as case ref	comment value
EXTERNAL	NICHE	NICHE SUPPLIED OCN [54240133852]	DATA SENT 12/11/2024 23:04:19
Resource Activity
WS63	13/07/2024	23:53	70492	SALISBURY DISTRICT HOSPITAL, SALISBURY DISTRICT HOSPITAL, OD	On-Route to Incident
WS63	14/07/2024	00:02	70492	MESSAGE SENT 70492 DOLDING(#4974763) HATE CRIME; ODSTOCK RD,	On-Route to Incident
WS63	14/07/2024	00:02	70492	MESSAGE SENT 70511 WILLIAMS(#4974764) HATE CRIME; ODSTOCK RD	On-Route to Incident
WS63	14/07/2024	00:12	70492	SALISBURY DISTRICT HOSPITAL, SALISBURY DISTRICT HOSPITAL, OD	At Scene of Incident
WS16	14/07/2024	00:59	2845	SALISBURY DISTRICT HOSPITAL, SALISBURY DISTRICT HOSPITAL, OD	On-Route to Incident
WA07	14/07/2024	00:59	1244	SALISBURY DISTRICT HOSPITAL, SALISBURY DISTRICT HOSPITAL, OD	On-Route to Incident
WS16	14/07/2024	00:59	2845	SALISBURY DISTRICT HOSPITAL, SALISBURY DISTRICT HOSPITAL, OD	At Scene of Incident
WA07	14/07/2024	00:59	1244	SALISBURY DISTRICT HOSPITAL, SALISBURY DISTRICT HOSPITAL, OD	At Scene of Incident
WS16	14/07/2024	01:06	2845	MESSAGE SENT 2845 SCOTT(#4974801) HATE CRIME; ODSTOCK RD, SA	At Scene of Incident
WA07	14/07/2024	01:06	1244	MESSAGE SENT 1244 WINSTONE(#4974802) HATE CRIME; ODSTOCK RD,	At Scene of Incident
WA07	14/07/2024	01:40	1244	RESOURCE HAS BEEN REMOVED POL-20240713-0422	Clear
WA07	14/07/2024	01:40	1244	UNIT HAS BEEN DIVERTED:POL-20240714-0028 POL-20240713-0422	Clear
WS16	14/07/2024	01:40	2845	RESOURCE HAS BEEN REMOVED POL-20240713-0422	Clear
WS16	14/07/2024	01:40	2845	UNIT HAS BEEN DIVERTED:POL-20240714-0028 POL-20240713-0422	Clear
WS63	14/07/2024	02:07	70492	CREATE ASSIGNMENT TO CURRENT INCIDENT	
WS63	14/07/2024	02:07	70492	RESOURCE HAS BEEN REMOVED POL-20240713-0422	Clear
WS63	14/07/2024	02:07	70492	UNIT HAS BEEN DIVERTED:POL-20240714-0013 POL-20240713-0422	Clear
WS63	14/07/2024	03:56	70492	DS	
